1 1
1 1
1 1
1 1
1 1
1 1
1 1
1 1
1 1
1 1
2 1.84
2 1.86
2 1.71
2 1.84
2 1.84
2 1.83
2 1.85
2 1.75
2 1.78
2 1.81
3 2.28
3 2.28
3 2.36
3 2.25
3 2.36
3 2.3
3 2.29
3 2.41
3 2.33
3 2.28
4 2.87
4 2.83
4 2.68
4 2.81
4 2.87
4 2.84
4 2.83
4 2.81
4 2.77
4 2.72
5 3.24
5 3.32
5 3.28
5 3.14
5 3.28
5 3.3
5 3.22
5 3.21
5 3.28
5 3.24
6 3.48
6 3.35
6 3.46
6 3.54
6 3.56
6 3.5
6 3.54
6 3.35
6 3.54
6 3.54
7 3.63
7 3.63
7 3.63
7 3.68
7 3.7
7 3.68
7 3.65
7 3.63
7 3.61
7 3.58
8 3.58
8 3.54
8 3.54
8 3.61
8 3.58
8 3.61
8 3.63
8 3.56
8 3.58
8 3.48
