1 1
1 1
1 1
1 1
1 1
1 1
1 1
1 1
1 1
1 1
2 1.77
2 1.85
2 1.8
2 1.8
2 1.8
2 1.79
2 1.8
2 1.82
2 1.8
2 1.79
3 2.61
3 2.54
3 2.67
3 2.35
3 2.75
3 2.58
3 2.71
3 2.51
3 2.65
3 2.7
4 3.08
4 3.28
4 3.28
4 3.28
4 3.26
4 3.35
4 3.26
4 3.34
4 3.3
4 3.19
5 4.02
5 3.7
5 3.92
5 4.05
5 4.13
5 3.89
5 3.82
5 4.43
5 3.87
5 4.3
6 3.43
6 4.4
6 4.82
6 4.67
6 4.4
6 4.16
6 4.53
6 4.78
6 4.67
6 4.6
7 5.19
7 5.06
7 5.1
7 5.1
7 4.9
7 5.06
7 4.98
7 5.1
7 4.9
7 5.28
8 5.19
8 5.57
8 4.93
8 5.14
8 5.42
8 6.67
8 5.47
8 5.32
8 5.73
8 4.5
9 6.01
9 5.95
9 5.78
9 5.95
9 5.89
9 5.37
9 6.19
9 4.93
9 5.78
9 6.26
10 6.39
10 6.53
10 6.46
10 6.39
10 6.46
10 7.23
10 7.68
10 5.95
10 6.26
10 6.01
11 5.89
11 6.82
11 8.09
11 5.95
11 6.74
11 6.01
11 8.09
11 6.07
11 6.26
11 7.06
12 8.93
12 7.14
12 7.78
12 7.99
12 8.09
12 5.95
12 6.9
12 7.68
12 6.82
12 6.74
13 7.14
13 7.59
13 7.68
13 7.88
13 7.78
13 8.32
13 8.32
13 7.78
13 9.48
13 9.06
14 8.8
14 9.06
14 9.63
14 7.78
14 7.68
14 9.2
14 8.2
14 8.2
14 8.55
14 7.4
15 6.32
15 9.34
15 9.63
15 9.34
15 9.63
15 9.95
15 10.3
15 9.48
15 9.06
15 9.63
16 9.95
16 6.67
16 9.48
16 10.6
16 9.06
16 9.2
16 10.5
16 10.5
16 9.63
16 9.06
17 9.95
17 9.48
17 10.3
17 11.2
17 8.32
17 7.88
17 9.95
17 9.95
17 9.34
17 10.5
18 8.55
18 9.34
18 10.3
18 8.2
18 8.43
18 10.3
18 8.8
18 10.8
18 9.34
18 10.5
19 10.1
19 9.79
19 10.3
19 10.8
19 7.23
19 10.6
19 11
19 10.6
19 11
19 9.95
20 10.6
20 9.34
20 8.8
20 9.63
20 8.93
20 10.8
20 8.8
20 10.6
20 9.48
20 10.3
21 12.4
21 10.5
21 10.5
21 10.6
21 10.3
21 10.1
21 10.5
21 10.5
21 11.2
21 10.5
22 9.79
22 9.34
22 9.79
22 9.2
22 10.5
22 10.6
22 9.2
22 10.5
22 10.1
22 9.63
23 11
23 11.2
23 12.6
23 11.9
23 10.8
23 10.1
23 10.1
23 10.8
23 10.8
23 11
24 9.79
24 10.8
24 11.5
24 10.5
24 9.95
24 11
24 10.6
24 11
24 10.5
24 11
25 11.2
25 11
25 11.2
25 10.5
25 11.2
25 11.9
25 10.3
25 10.1
25 10.5
25 9.95
26 10.6
26 11.7
26 10.6
26 10.1
26 9.79
26 10.3
26 9.95
26 11.2
26 10.8
26 10.3
27 8.43
27 11.7
27 11
27 11.2
27 11.2
27 11.7
27 10.8
27 10.6
27 10.5
27 8.8
28 11.2
28 10.6
