27 8.86
28 7.79
28 9.45
28 9.21
28 9.21
28 9.33
28 9.58
28 8.06
28 9.45
28 9.58
28 8.75
29 9.85
29 9.21
29 8.44
29 8.54
29 9.58
29 9.33
29 9.71
29 9.21
29 9.58
29 8.65
30 8.65
30 9.45
30 8.54
30 7.62
30 9.45
30 9.58
30 9.09
30 9.21
30 7.88
30 9.45
31 7.62
31 8.24
31 8.54
31 7.46
31 7.54
31 8.86
31 7.79
31 8.15
31 8.65
31 7.71
32 7.97
32 7.97
32 8.15
32 8.86
32 8.34
32 7.97
32 8.65
32 8.06
32 8.15
32 9.58
33 8.15
33 8.75
33 8.75
33 8.75
33 8.75
33 9.09
33 8.54
33 9.09
33 8.75
33 8.34
34 8.65
34 8.44
34 8.44
34 8.75
34 8.54
34 8.65
34 8.06
34 8.44
34 8.86
34 8.44
35 9.09
35 7.97
35 8.54
35 9.33
35 8.24
35 8.06
35 8.34
35 8.65
35 8.44
35 7.88
36 8.06
36 7.88
36 8.54
36 8.24
36 8.44
36 8.24
36 8.65
36 8.06
36 9.45
36 8.54
37 8.65
37 8.75
37 7.97
37 8.34
37 8.54
37 9.09
37 8.44
37 8.54
37 8.24
37 8.75
38 8.34
38 8.86
38 8.54
38 7.88
38 8.44
38 8.54
38 8.06
38 7.79
38 7.88
38 7.79
39 7.62
39 8.15
39 7.97
39 9.21
39 8.54
39 8.15
39 8.75
39 8.24
39 8.54
39 8.44
40 8.54
40 7.97
40 8.15
40 8.65
40 8.34
40 7.62
40 8.86
40 8.15
40 8.15
40 8.65
41 8.97
41 8.75
41 8.97
41 8.24
41 8.97
41 8.54
41 8.75
41 9.21
41 8.44
41 8.65
42 8.97
42 9.09
42 8.34
42 8.54
42 8.44
42 8.34
42 8.65
42 8.86
42 8.34
42 8.65
43 8.75
43 8.86
43 8.34
43 8.15
43 8.54
43 8.44
43 8.65
43 8.24
43 8.15
43 7.97
44 8.54
44 8.75
44 8.86
44 8.44
44 8.06
44 8.34
44 8.54
44 8.86
44 8.86
44 8.65
45 7.79
45 8.54
45 8.65
45 7.97
45 8.65
45 8.34
45 8.44
45 8.15
45 8.34
45 7.79
46 7.88
46 7.88
46 8.65
46 8.75
46 8.44
46 8.15
46 8.75
46 7.71
46 9.21
46 7.71
47 7.97
47 7.88
47 7.71
47 8.54
47 7.79
47 8.34
47 8.15
47 8.34
47 8.75
47 8.44
48 7.54
48 7.46
48 7.46
48 7.39
48 7.71
48 7.97
48 8.86
48 8.86
48 7.46
48 8.75
