1 1
1 1
1 1
1 1
1 1
1 1
1 1
1 1
1 1
1 1
2 1.85
2 1.89
2 1.86
2 1.95
2 1.89
2 1.84
2 1.85
2 1.85
2 1.95
2 1.87
3 2.7
3 2.69
3 2.71
3 2.63
3 2.65
3 2.63
3 2.74
3 2.62
3 2.65
3 2.71
4 3.28
4 3.38
4 3.34
4 3.28
4 3.34
4 3.33
4 3.22
4 3.34
4 3.31
4 3.25
5 4.15
5 4.22
5 4.3
5 3.98
5 4.27
5 4.25
5 4.17
5 4.25
5 4.22
5 4.22
6 4.4
6 4.38
6 4.4
6 4.49
6 4.4
6 4.25
6 4.35
6 4.38
6 4.3
6 4.38
7 6.01
7 5.72
7 5.91
7 6.11
7 6.22
7 5.72
7 6.17
7 5.91
7 6.06
7 6.06
8 6.11
8 5.37
8 6.17
8 6.06
8 6.01
8 6.01
8 6.11
8 6.11
8 5.96
8 6.06
9 4.99
9 6.17
9 6.11
9 6.01
9 6.11
9 6.22
9 6.06
9 6.22
9 6.11
9 6.17
10 6.33
10 6.17
10 6.11
10 6.17
10 5.58
10 5.25
10 5.81
10 6.22
10 6.33
10 6.06
11 6.17
11 6.33
11 6.33
11 6.5
11 6.39
11 6.27
11 6.5
11 6.06
11 6.11
11 5.91
12 6.39
12 6.45
12 6.5
12 6.45
12 6.33
12 6.5
12 6.5
12 6.45
12 6.33
12 6.39
13 6.88
13 6.69
13 6.95
13 6.88
13 7.02
13 7.02
13 7.09
13 7.09
13 7.09
13 7.02
14 8.97
14 10.7
14 10.1
14 10.1
14 9.85
14 8.97
14 9.21
14 11.3
14 10.4
14 11.1
15 9.85
15 9.45
15 10.1
15 10.1
15 9.58
15 9.99
15 9.33
15 10.6
15 8.54
15 9.33
16 9.21
16 9.99
16 9.99
16 9.71
16 9.85
16 9.58
16 9.58
16 9.33
16 10.3
16 10.1
17 9.33
17 9.21
17 8.97
17 9.71
17 10.1
17 10.3
17 8.97
17 10.6
17 9.71
17 10.6
18 9.71
18 10.3
18 10.1
18 9.45
18 9.85
18 10.3
18 9.99
18 9.85
18 10.1
18 9.21
19 9.09
19 9.71
19 9.99
19 9.85
19 9.71
19 9.85
19 10.4
19 9.58
19 8.44
19 8.65
20 8.75
20 9.99
20 9.33
20 10.1
20 9.71
20 9.09
20 9.71
20 9.99
20 8.75
20 9.45
21 9.85
21 9.33
21 9.85
21 10.1
21 9.99
21 9.85
21 9.45
21 9.58
21 8.15
21 8.86
22 9.71
22 10.1
22 10.3
22 9.58
22 10.1
22 9.09
22 9.99
22 8.97
22 9.71
22 9.58
23 8.86
23 9.33
23 9.99
23 9.85
23 9.33
23 9.33
23 9.71
23 9.85
23 9.58
23 9.58
24 9.58
24 9.58
24 9.58
24 9.58
24 9.71
24 8.97
24 9.33
24 8.97
24 8.06
24 8.86
25 9.21
25 8.86
25 9.58
25 9.33
25 8.97
25 9.09
25 9.33
25 9.58
25 9.21
25 9.85
26 9.21
26 9.58
26 8.97
26 8.65
26 9.09
26 9.21
26 8.24
26 10.4
26 9.21
26 8.75
27 9.99
27 9.21
27 9.45
27 9.21
27 9.71
27 9.45
27 9.85
27 9.09
27 9.45
