1 1
1 1
1 1
1 1
1 1
1 1
1 1
1 1
1 1
1 1
2 1.96
2 1.96
2 1.97
2 1.97
2 1.97
2 1.96
2 1.97
2 1.96
2 1.97
2 1.95
3 2.84
3 2.82
3 2.82
3 2.84
3 2.84
3 2.82
3 2.84
3 2.84
3 2.84
3 2.82
4 3.7
4 3.74
4 3.7
4 3.74
4 3.7
4 3.64
4 3.67
4 3.7
4 3.74
4 3.7
5 4.6
5 4.55
5 4.55
5 4.55
5 4.44
5 4.44
5 4.6
5 4.55
5 4.49
5 4.55
6 5.26
6 5.19
6 5.41
6 5.33
6 5.06
6 5.19
6 5.48
6 5.26
6 5.41
6 5.33
7 5.71
7 6.06
7 6.06
7 6.15
7 5.97
7 5.88
7 6.15
7 5.97
7 6.06
7 6.15
8 6.56
8 6.56
8 6.67
8 6.56
8 5.71
8 6.15
8 6.35
8 6.25
8 6.67
8 6.35
